S1Temp,S2Temp,S3Temp,S1Light,S2Light,S3Light,CO2,PIR1,PIR2,Persons,DateTime,PIR,MeanTemp,MeanLight
20.36,20.34,19.86,0,0,0,370.0,0,0,0,12/01/2021 01:07:45,0,20.186666666666667,0.0
20.34,20.28,19.78,0,0,0,370.0,0,0,0,12/01/2021 01:08:16,0,20.133333333333336,0.0
20.31,20.36,19.88,0,0,0,370.0,0,0,0,12/01/2021 01:08:46,0,20.183333333333334,0.0
20.26,20.35,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:09:17,0,20.150000000000002,0.0
20.33,20.32,19.81,0,0,0,370.0,0,0,0,12/01/2021 01:09:48,0,20.153333333333332,0.0
20.29,20.3,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:10:18,0,20.143333333333334,0.0
20.21,20.35,19.85,0,0,0,370.0,0,0,0,12/01/2021 01:10:49,0,20.136666666666667,0.0
20.33,20.32,19.79,0,0,0,370.0,0,0,0,12/01/2021 01:11:19,0,20.146666666666665,0.0
20.37,20.34,19.88,0,0,0,370.0,0,0,0,12/01/2021 01:11:50,0,20.19666666666667,0.0
20.34,20.3,19.85,0,0,0,370.0,0,0,0,12/01/2021 01:12:21,0,20.163333333333334,0.0
20.29,20.35,19.81,0,0,0,370.0,0,0,0,12/01/2021 01:12:51,0,20.150000000000002,0.0
20.28,20.37,19.88,0,0,0,370.0,0,0,0,12/01/2021 01:13:22,0,20.176666666666666,0.0
20.27,20.36,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:13:53,0,20.156666666666666,0.0
20.22,20.35,19.82,0,0,0,370.0,0,0,0,12/01/2021 01:14:23,0,20.13,0.0
20.25,20.34,19.85,0,0,0,370.0,0,0,0,12/01/2021 01:14:54,0,20.14666666666667,0.0
20.32,20.31,19.81,0,0,0,370.0,0,0,0,12/01/2021 01:15:25,0,20.146666666666665,0.0
20.28,20.26,19.8,0,0,0,370.0,0,0,0,12/01/2021 01:15:55,0,20.113333333333333,0.0
20.31,20.37,19.82,0,0,0,370.0,0,0,0,12/01/2021 01:16:26,0,20.166666666666668,0.0
20.29,20.34,19.85,0,0,0,370.0,0,0,0,12/01/2021 01:16:56,0,20.16,0.0
20.24,20.35,19.78,0,0,0,370.0,0,0,0,12/01/2021 01:17:27,0,20.123333333333335,0.0
20.3,20.36,19.83,0,0,0,370.0,0,0,0,12/01/2021 01:17:58,0,20.16333333333333,0.0
20.36,20.36,19.8,0,0,0,370.0,0,0,0,12/01/2021 01:18:28,0,20.173333333333332,0.0
20.24,20.29,19.86,0,0,0,370.0,0,0,0,12/01/2021 01:18:59,0,20.13,0.0
20.34,20.31,19.88,0,0,0,370.0,0,0,0,12/01/2021 01:19:30,0,20.176666666666666,0.0
20.36,20.35,19.82,0,0,0,370.0,0,0,0,12/01/2021 01:20:00,0,20.176666666666666,0.0
20.28,20.36,19.87,0,0,0,370.0,0,0,0,12/01/2021 01:20:31,0,20.17,0.0
20.34,20.25,19.82,0,0,0,370.0,0,0,0,12/01/2021 01:21:02,0,20.136666666666667,0.0
20.33,20.26,19.79,0,0,0,370.0,0,0,0,12/01/2021 01:21:32,0,20.12666666666667,0.0
20.35,20.24,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:22:03,0,20.143333333333334,0.0
20.23,20.24,19.79,0,0,0,370.0,0,0,0,12/01/2021 01:22:33,0,20.086666666666666,0.0
20.31,20.34,19.86,0,0,0,370.0,0,0,0,12/01/2021 01:23:04,0,20.169999999999998,0.0
20.24,20.22,19.87,0,0,0,370.0,0,0,0,12/01/2021 01:23:35,0,20.11,0.0
20.23,20.27,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:24:36,0,20.113333333333333,0.0
20.23,20.3,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:25:07,0,20.123333333333335,0.0
20.3,20.24,19.87,0,0,0,370.0,0,0,0,12/01/2021 01:25:37,0,20.136666666666667,0.0
20.21,20.34,19.8,0,0,0,370.0,0,0,0,12/01/2021 01:26:08,0,20.116666666666664,0.0
20.29,20.24,19.87,0,0,0,370.0,0,0,0,12/01/2021 01:26:39,0,20.133333333333336,0.0
20.35,20.36,19.87,0,0,0,370.0,0,0,0,12/01/2021 01:27:09,0,20.19333333333333,0.0
20.36,20.24,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:27:40,0,20.146666666666665,0.0
20.29,20.22,19.85,0,0,0,370.0,0,0,0,12/01/2021 01:28:10,0,20.12,0.0
20.32,20.26,19.86,0,0,0,370.0,0,0,0,12/01/2021 01:28:41,0,20.146666666666665,0.0
20.34,20.23,19.79,0,0,0,370.0,0,0,0,12/01/2021 01:29:12,0,20.12,0.0
20.23,20.23,19.79,0,0,0,370.0,0,0,0,12/01/2021 01:29:42,0,20.083333333333332,0.0
20.25,20.29,19.83,0,0,0,370.0,0,0,0,12/01/2021 01:30:13,0,20.12333333333333,0.0
20.24,20.21,19.83,0,0,0,370.0,0,0,0,12/01/2021 01:30:44,0,20.093333333333334,0.0
20.25,20.34,19.82,0,0,0,370.0,0,0,0,12/01/2021 01:31:14,0,20.136666666666667,0.0
20.24,20.31,19.87,0,0,0,370.0,0,0,0,12/01/2021 01:31:45,0,20.14,0.0
20.22,20.23,19.88,0,0,0,370.0,0,0,0,12/01/2021 01:32:16,0,20.11,0.0
20.27,20.28,19.73,0,0,0,370.0,0,0,0,12/01/2021 01:32:46,0,20.093333333333334,0.0
20.29,20.25,19.86,0,0,0,370.0,0,0,0,12/01/2021 01:33:17,0,20.133333333333333,0.0
20.21,20.22,19.87,0,0,0,370.0,0,0,0,12/01/2021 01:33:47,0,20.099999999999998,0.0
20.28,20.22,19.82,0,0,0,370.0,0,0,0,12/01/2021 01:34:18,0,20.106666666666666,0.0
20.26,20.27,19.78,0,0,0,370.0,0,0,0,12/01/2021 01:34:49,0,20.103333333333335,0.0
20.3,20.24,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:35:19,0,20.126666666666665,0.0
20.22,20.22,19.79,0,0,0,370.0,0,0,0,12/01/2021 01:35:50,0,20.076666666666664,0.0
20.28,20.25,19.83,0,0,0,370.0,0,0,0,12/01/2021 01:36:21,0,20.12,0.0
20.25,20.23,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:36:51,0,20.10666666666667,0.0
20.22,20.21,19.8,0,0,0,370.0,0,0,0,12/01/2021 01:37:22,0,20.076666666666668,0.0
20.23,20.22,19.78,0,0,0,370.0,0,0,0,12/01/2021 01:37:52,0,20.076666666666668,0.0
20.24,20.22,19.78,0,0,0,370.0,0,0,0,12/01/2021 01:38:23,0,20.08,0.0
20.3,20.24,19.79,0,0,0,370.0,0,0,0,12/01/2021 01:38:54,0,20.11,0.0
20.3,20.26,19.73,0,0,0,370.0,0,0,0,12/01/2021 01:39:24,0,20.096666666666668,0.0
20.3,20.3,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:39:55,0,20.146666666666665,0.0
20.28,20.31,19.79,0,0,0,370.0,0,0,0,12/01/2021 01:40:26,0,20.12666666666667,0.0
20.23,20.25,19.8,0,0,0,370.0,0,0,0,12/01/2021 01:40:56,0,20.093333333333334,0.0
20.29,20.28,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:41:27,0,20.136666666666667,0.0
20.28,20.22,19.78,0,0,0,370.0,0,0,0,12/01/2021 01:41:58,0,20.093333333333334,0.0
20.27,20.27,19.85,0,0,0,370.0,0,0,0,12/01/2021 01:42:28,0,20.13,0.0
20.23,20.25,19.81,0,0,0,370.0,0,0,0,12/01/2021 01:42:59,0,20.096666666666668,0.0
20.28,20.22,19.75,0,0,0,370.0,0,0,0,12/01/2021 01:43:29,0,20.083333333333332,0.0
20.21,20.29,19.71,0,0,0,370.0,0,0,0,12/01/2021 01:44:00,0,20.07,0.0
20.29,20.23,19.79,0,0,0,370.0,0,0,0,12/01/2021 01:44:31,0,20.10333333333333,0.0
20.24,20.26,19.79,0,0,0,370.0,0,0,0,12/01/2021 01:45:01,0,20.096666666666668,0.0
20.27,20.21,19.8,0,0,0,370.0,0,0,0,12/01/2021 01:45:32,0,20.093333333333334,0.0
20.22,20.23,19.88,0,0,0,370.0,0,0,0,12/01/2021 01:46:03,0,20.11,0.0
20.35,20.26,19.78,0,0,0,370.0,0,0,0,12/01/2021 01:46:33,0,20.13,0.0
20.22,20.24,19.76,0,0,0,370.0,0,0,0,12/01/2021 01:47:04,0,20.073333333333334,0.0
20.25,20.25,19.75,0,0,0,370.0,0,0,0,12/01/2021 01:47:35,0,20.083333333333332,0.0
20.29,20.27,19.76,0,0,0,370.0,0,0,0,12/01/2021 01:48:05,0,20.10666666666667,0.0
20.23,20.25,19.8,0,0,0,370.0,0,0,0,12/01/2021 01:48:36,0,20.093333333333334,0.0
20.24,20.26,19.87,0,0,0,370.0,0,0,0,12/01/2021 01:49:06,0,20.123333333333335,0.0
20.25,20.29,19.81,0,0,0,370.0,0,0,0,12/01/2021 01:49:37,0,20.116666666666664,0.0
20.21,20.21,19.75,0,0,0,370.0,0,0,0,12/01/2021 01:50:08,0,20.05666666666667,0.0
20.28,20.29,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:50:38,0,20.136666666666667,0.0
20.3,20.26,19.86,0,0,0,370.0,0,0,0,12/01/2021 01:51:09,0,20.14,0.0
20.28,20.25,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:51:40,0,20.123333333333335,0.0
20.34,20.25,19.81,0,0,0,370.0,0,0,0,12/01/2021 01:52:10,0,20.133333333333336,0.0
20.23,20.28,19.88,0,0,0,370.0,0,0,0,12/01/2021 01:52:41,0,20.13,0.0
20.36,20.3,19.82,0,0,0,370.0,0,0,0,12/01/2021 01:53:12,0,20.16,0.0
20.24,20.22,19.78,0,0,0,370.0,0,0,0,12/01/2021 01:53:42,0,20.08,0.0
20.21,20.28,19.87,0,0,0,370.0,0,0,0,12/01/2021 01:54:13,0,20.12,0.0
20.25,20.31,19.81,0,0,0,370.0,0,0,0,12/01/2021 01:54:43,0,20.123333333333335,0.0
20.29,20.28,19.77,0,0,0,370.0,0,0,0,12/01/2021 01:55:14,0,20.113333333333333,0.0
20.21,20.26,19.75,0,0,0,370.0,0,0,0,12/01/2021 01:55:45,0,20.073333333333334,0.0
20.31,20.27,19.79,0,0,0,370.0,0,0,0,12/01/2021 01:56:15,0,20.12333333333333,0.0
20.23,20.31,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:56:46,0,20.126666666666665,0.0
20.26,20.29,19.84,0,0,0,370.0,0,0,0,12/01/2021 01:57:17,0,20.13,0.0
20.23,20.27,19.8,0,0,0,370.0,0,0,0,12/01/2021 01:57:47,0,20.099999999999998,0.0
20.25,20.31,19.86,0,0,0,370.0,0,0,0,12/01/2021 01:58:18,0,20.14,0.0
20.23,20.26,19.71,0,0,0,365.0,0,0,0,12/01/2021 01:58:49,0,20.066666666666666,0.0
20.24,20.24,19.8,0,0,0,370.0,0,0,0,12/01/2021 01:59:19,0,20.093333333333334,0.0
20.31,20.23,19.86,0,0,0,365.0,0,0,0,12/01/2021 01:59:50,0,20.133333333333333,0.0
20.29,20.27,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:00:20,0,20.10666666666667,0.0
20.26,20.3,19.86,0,0,0,370.0,0,0,0,12/01/2021 02:00:51,0,20.14,0.0
20.22,20.26,19.8,0,0,0,365.0,0,0,0,12/01/2021 02:01:22,0,20.093333333333334,0.0
20.25,20.28,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:01:52,0,20.08666666666667,0.0
20.25,20.25,19.75,0,0,0,365.0,0,0,0,12/01/2021 02:02:23,0,20.083333333333332,0.0
20.27,20.28,19.74,0,0,0,370.0,0,0,0,12/01/2021 02:02:54,0,20.096666666666664,0.0
20.26,20.31,19.77,0,0,0,370.0,0,0,0,12/01/2021 02:03:24,0,20.113333333333333,0.0
20.22,20.3,19.81,0,0,0,365.0,0,0,0,12/01/2021 02:03:55,0,20.11,0.0
20.37,20.24,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:04:26,0,20.123333333333335,0.0
20.27,20.29,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:04:56,0,20.096666666666668,0.0
20.22,20.26,19.74,0,0,0,365.0,0,0,0,12/01/2021 02:05:27,0,20.073333333333334,0.0
20.22,20.27,19.79,0,0,0,365.0,0,0,0,12/01/2021 02:06:28,0,20.09333333333333,0.0
20.26,20.28,19.8,0,0,0,365.0,0,0,0,12/01/2021 02:06:59,0,20.113333333333333,0.0
20.28,20.3,19.81,0,0,0,365.0,0,0,0,12/01/2021 02:07:29,0,20.13,0.0
20.3,20.31,19.73,0,0,0,370.0,0,0,0,12/01/2021 02:08:00,0,20.113333333333333,0.0
20.29,20.22,19.71,0,0,0,370.0,0,0,0,12/01/2021 02:08:31,0,20.073333333333334,0.0
20.3,20.18,19.79,0,0,0,365.0,0,0,0,12/01/2021 02:09:01,0,20.09,0.0
20.28,20.29,19.75,0,0,0,370.0,0,0,0,12/01/2021 02:09:32,0,20.106666666666666,0.0
20.31,20.22,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:10:02,0,20.096666666666668,0.0
20.23,20.24,19.8,0,0,0,365.0,0,0,0,12/01/2021 02:10:33,0,20.09,0.0
20.3,20.24,19.77,0,0,0,370.0,0,0,0,12/01/2021 02:11:04,0,20.103333333333335,0.0
20.25,20.23,19.79,0,0,0,370.0,0,0,0,12/01/2021 02:11:34,0,20.09,0.0
20.21,20.24,19.75,0,0,0,365.0,0,0,0,12/01/2021 02:12:05,0,20.066666666666666,0.0
20.25,20.28,19.8,0,0,0,370.0,0,0,0,12/01/2021 02:12:36,0,20.11,0.0
20.28,20.25,19.72,0,0,0,365.0,0,0,0,12/01/2021 02:13:06,0,20.083333333333332,0.0
20.26,20.24,19.77,0,0,0,365.0,0,0,0,12/01/2021 02:13:37,0,20.09,0.0
20.3,20.29,19.8,0,0,0,365.0,0,0,0,12/01/2021 02:14:08,0,20.13,0.0
20.26,20.25,19.78,0,0,0,365.0,0,0,0,12/01/2021 02:14:38,0,20.096666666666668,0.0
20.31,20.29,19.81,0,0,0,365.0,0,0,0,12/01/2021 02:15:09,0,20.136666666666667,0.0
20.24,20.3,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:15:39,0,20.099999999999998,0.0
20.27,20.21,19.72,0,0,0,365.0,0,0,0,12/01/2021 02:16:10,0,20.066666666666666,0.0
20.25,20.22,19.81,0,0,0,365.0,0,0,0,12/01/2021 02:16:41,0,20.093333333333334,0.0
20.23,20.3,19.75,0,0,0,365.0,0,0,0,12/01/2021 02:17:11,0,20.093333333333334,0.0
20.28,20.27,19.81,0,0,0,365.0,0,0,0,12/01/2021 02:17:42,0,20.12,0.0
20.3,20.26,19.8,0,0,0,370.0,0,0,0,12/01/2021 02:18:13,0,20.12,0.0
20.3,20.24,19.77,0,0,0,370.0,0,0,0,12/01/2021 02:18:43,0,20.103333333333335,0.0
20.22,20.23,19.78,0,0,0,365.0,0,0,0,12/01/2021 02:19:14,0,20.076666666666668,0.0
20.25,20.3,19.8,0,0,0,365.0,0,0,0,12/01/2021 02:19:45,0,20.116666666666664,0.0
20.23,20.28,19.8,0,0,0,365.0,0,0,0,12/01/2021 02:20:15,0,20.103333333333335,0.0
20.27,20.31,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:20:46,0,20.103333333333335,0.0
20.29,20.31,19.74,0,0,0,365.0,0,0,0,12/01/2021 02:21:47,0,20.11333333333333,0.0
20.28,20.24,19.8,0,0,0,365.0,0,0,0,12/01/2021 02:22:18,0,20.106666666666666,0.0
20.25,20.3,19.74,0,0,0,365.0,0,0,0,12/01/2021 02:22:48,0,20.096666666666664,0.0
20.29,20.29,19.81,0,0,0,365.0,0,0,0,12/01/2021 02:23:19,0,20.13,0.0
20.29,20.3,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:23:50,0,20.11666666666667,0.0
20.31,20.3,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:24:20,0,20.113333333333333,0.0
20.26,20.29,19.78,0,0,0,365.0,0,0,0,12/01/2021 02:24:51,0,20.11,0.0
20.2,20.26,19.74,0,0,0,365.0,0,0,0,12/01/2021 02:25:22,0,20.066666666666666,0.0
20.25,20.26,19.78,0,0,0,365.0,0,0,0,12/01/2021 02:25:52,0,20.096666666666668,0.0
20.25,20.23,19.8,0,0,0,365.0,0,0,0,12/01/2021 02:26:23,0,20.093333333333334,0.0
20.21,20.25,19.74,0,0,0,365.0,0,0,0,12/01/2021 02:26:53,0,20.066666666666666,0.0
20.22,20.26,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:27:24,0,20.080000000000002,0.0
20.3,20.22,19.81,0,0,0,365.0,0,0,0,12/01/2021 02:27:55,0,20.11,0.0
20.29,20.25,19.71,0,0,0,365.0,0,0,0,12/01/2021 02:28:25,0,20.083333333333332,0.0
20.26,20.26,19.79,0,0,0,365.0,0,0,0,12/01/2021 02:28:56,0,20.103333333333335,0.0
20.25,20.26,19.79,0,0,0,365.0,0,0,0,12/01/2021 02:29:27,0,20.1,0.0
20.28,20.24,19.74,0,0,0,365.0,0,0,0,12/01/2021 02:29:57,0,20.086666666666662,0.0
20.26,20.29,19.74,0,0,0,365.0,0,0,0,12/01/2021 02:30:28,0,20.096666666666664,0.0
20.19,20.28,19.79,0,0,0,365.0,0,0,0,12/01/2021 02:30:59,0,20.086666666666666,0.0
20.23,20.17,19.79,0,0,0,365.0,0,0,0,12/01/2021 02:31:29,0,20.063333333333336,0.0
20.28,20.28,19.72,0,0,0,365.0,0,0,0,12/01/2021 02:32:00,0,20.093333333333334,0.0
20.22,20.3,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:32:30,0,20.083333333333332,0.0
20.26,20.24,19.72,0,0,0,365.0,0,0,0,12/01/2021 02:33:01,0,20.073333333333334,0.0
20.25,20.29,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:33:32,0,20.09,0.0
20.21,20.28,19.79,0,0,0,365.0,0,0,0,12/01/2021 02:34:02,0,20.093333333333334,0.0
20.3,20.3,19.77,0,0,0,365.0,0,0,0,12/01/2021 02:34:33,0,20.123333333333335,0.0
20.29,20.2,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:35:04,0,20.083333333333332,0.0
20.28,20.23,19.75,0,0,0,365.0,0,0,0,12/01/2021 02:35:34,0,20.08666666666667,0.0
20.24,20.28,19.71,0,0,0,365.0,0,0,0,12/01/2021 02:36:05,0,20.076666666666664,0.0
20.22,20.26,19.75,0,0,0,365.0,0,0,0,12/01/2021 02:36:36,0,20.076666666666668,0.0
20.21,20.16,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:37:06,0,20.043333333333337,0.0
20.22,20.22,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:37:37,0,20.05666666666667,0.0
20.25,20.24,19.77,0,0,0,365.0,0,0,0,12/01/2021 02:38:07,0,20.086666666666662,0.0
20.19,20.23,19.71,0,0,0,365.0,0,0,0,12/01/2021 02:38:38,0,20.043333333333333,0.0
20.22,20.2,19.66,0,0,0,365.0,0,0,0,12/01/2021 02:39:09,0,20.026666666666667,0.0
20.28,20.16,19.75,0,0,0,365.0,0,0,0,12/01/2021 02:39:39,0,20.063333333333333,0.0
20.21,20.25,19.8,0,0,0,365.0,0,0,0,12/01/2021 02:40:10,0,20.08666666666667,0.0
20.3,20.16,19.74,0,0,0,365.0,0,0,0,12/01/2021 02:40:41,0,20.066666666666666,0.0
20.31,20.21,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:41:11,0,20.093333333333334,0.0
20.25,20.16,19.71,0,0,0,365.0,0,0,0,12/01/2021 02:41:42,0,20.04,0.0
20.25,20.25,19.74,0,0,0,365.0,0,0,0,12/01/2021 02:42:13,0,20.08,0.0
20.27,20.3,19.71,0,0,0,365.0,0,0,0,12/01/2021 02:42:43,0,20.093333333333334,0.0
20.24,20.27,19.72,0,0,0,365.0,0,0,0,12/01/2021 02:43:14,0,20.076666666666664,0.0
20.19,20.2,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:43:44,0,20.05,0.0
20.21,20.31,19.66,0,0,0,365.0,0,0,0,12/01/2021 02:44:15,0,20.06,0.0
20.22,20.26,19.71,0,0,0,365.0,0,0,0,12/01/2021 02:44:46,0,20.063333333333336,0.0
20.22,20.17,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:45:16,0,20.040000000000003,0.0
20.21,20.23,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:45:47,0,20.05666666666667,0.0
20.22,20.21,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:46:18,0,20.05333333333333,0.0
20.25,20.2,19.72,0,0,0,365.0,0,0,0,12/01/2021 02:46:48,0,20.05666666666667,0.0
20.15,20.16,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:47:19,0,20.013333333333335,0.0
20.23,20.25,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:47:50,0,20.080000000000002,0.0
20.18,20.24,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:48:20,0,20.05,0.0
20.24,20.3,19.77,0,0,0,365.0,0,0,0,12/01/2021 02:48:51,0,20.103333333333335,0.0
20.23,20.24,19.74,0,0,0,365.0,0,0,0,12/01/2021 02:49:21,0,20.069999999999997,0.0
20.24,20.3,19.78,0,0,0,365.0,0,0,0,12/01/2021 02:49:52,0,20.106666666666666,0.0
20.23,20.28,19.77,0,0,0,365.0,0,0,0,12/01/2021 02:50:23,0,20.093333333333334,0.0
20.22,20.25,19.65,0,0,0,365.0,0,0,0,12/01/2021 02:50:53,0,20.04,0.0
20.16,20.24,19.79,0,0,0,365.0,0,0,0,12/01/2021 02:51:24,0,20.063333333333333,0.0
20.24,20.23,19.72,0,0,0,365.0,0,0,0,12/01/2021 02:51:55,0,20.063333333333333,0.0
20.17,20.2,19.7,0,0,0,365.0,0,0,0,12/01/2021 02:52:25,0,20.023333333333337,0.0
20.22,20.24,19.78,0,0,0,365.0,0,0,0,12/01/2021 02:52:56,0,20.08,0.0
20.19,20.22,19.69,0,0,0,365.0,0,0,0,12/01/2021 02:53:26,0,20.03333333333333,0.0
20.24,20.16,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:53:57,0,20.05333333333333,0.0
20.23,20.23,19.72,0,0,0,365.0,0,0,0,12/01/2021 02:54:28,0,20.06,0.0
20.17,20.2,19.76,0,0,0,365.0,0,0,0,12/01/2021 02:54:58,0,20.043333333333337,0.0
20.23,20.19,19.74,0,0,0,365.0,0,0,0,12/01/2021 02:55:29,0,20.05333333333333,0.0
20.28,20.24,19.8,0,0,0,365.0,0,0,0,12/01/2021 02:56:00,0,20.106666666666666,0.0
20.18,20.2,19.75,0,0,0,365.0,0,0,0,12/01/2021 02:56:30,0,20.043333333333333,0.0
20.23,20.15,19.65,0,0,0,365.0,0,0,0,12/01/2021 02:57:01,0,20.009999999999998,0.0
20.18,20.22,19.73,0,0,0,365.0,0,0,0,12/01/2021 02:57:32,0,20.043333333333333,0.0
20.24,20.21,19.66,0,0,0,365.0,0,0,0,12/01/2021 02:58:02,0,20.036666666666665,0.0
20.16,20.15,19.65,0,0,0,365.0,0,0,0,12/01/2021 02:58:33,0,19.986666666666668,0.0
20.18,20.16,19.72,0,0,0,365.0,0,0,0,12/01/2021 02:59:03,0,20.02,0.0
20.2,20.23,19.7,0,0,0,365.0,0,0,0,12/01/2021 02:59:34,0,20.043333333333333,0.0
20.22,20.23,19.71,0,0,0,365.0,0,0,0,12/01/2021 03:00:05,0,20.053333333333335,0.0
20.19,20.16,19.73,0,0,0,365.0,0,0,0,12/01/2021 03:00:35,0,20.026666666666667,0.0
20.2,20.19,19.8,0,0,0,365.0,0,0,0,12/01/2021 03:01:06,0,20.063333333333333,0.0
20.15,20.18,19.74,0,0,0,365.0,0,0,0,12/01/2021 03:01:37,0,20.02333333333333,0.0
20.17,20.23,19.72,0,0,0,365.0,0,0,0,12/01/2021 03:02:07,0,20.040000000000003,0.0
20.23,20.23,19.66,0,0,0,365.0,0,0,0,12/01/2021 03:02:38,0,20.040000000000003,0.0
20.19,20.15,19.66,0,0,0,365.0,0,0,0,12/01/2021 03:03:09,0,20.0,0.0
20.2,20.18,19.75,0,0,0,365.0,0,0,0,12/01/2021 03:03:39,0,20.043333333333333,0.0
20.21,20.19,19.74,0,0,0,365.0,0,0,0,12/01/2021 03:04:10,0,20.046666666666667,0.0
20.18,20.21,19.69,0,0,0,365.0,0,0,0,12/01/2021 03:04:40,0,20.026666666666667,0.0
20.18,20.29,19.72,0,0,0,365.0,0,0,0,12/01/2021 03:05:11,0,20.063333333333333,0.0
20.24,20.15,19.73,0,0,0,365.0,0,0,0,12/01/2021 03:05:42,0,20.040000000000003,0.0
20.23,20.23,19.67,0,0,0,365.0,0,0,0,12/01/2021 03:06:12,0,20.043333333333333,0.0
20.2,20.22,19.71,0,0,0,365.0,0,0,0,12/01/2021 03:06:43,0,20.043333333333333,0.0
20.19,20.19,19.78,0,0,0,365.0,0,0,0,12/01/2021 03:07:14,0,20.053333333333335,0.0
20.23,20.19,19.74,0,0,0,365.0,0,0,0,12/01/2021 03:07:44,0,20.05333333333333,0.0
20.24,20.19,19.65,0,0,0,365.0,0,0,0,12/01/2021 03:08:15,0,20.026666666666667,0.0
20.19,20.17,19.75,0,0,0,365.0,0,0,0,12/01/2021 03:08:46,0,20.036666666666665,0.0
20.17,20.23,19.69,0,0,0,365.0,0,0,0,12/01/2021 03:09:16,0,20.03,0.0
20.25,20.21,19.67,0,0,0,365.0,0,0,0,12/01/2021 03:09:47,0,20.043333333333333,0.0
20.16,20.18,19.75,0,0,0,365.0,0,0,0,12/01/2021 03:10:17,0,20.03,0.0
20.24,20.22,19.66,0,0,0,365.0,0,0,0,12/01/2021 03:10:48,0,20.039999999999996,0.0
20.19,20.18,19.69,0,0,0,365.0,0,0,0,12/01/2021 03:11:19,0,20.02,0.0
20.16,20.15,19.73,0,0,0,365.0,0,0,0,12/01/2021 03:11:49,0,20.013333333333335,0.0
20.2,20.22,19.69,0,0,0,365.0,0,0,0,12/01/2021 03:12:20,0,20.036666666666665,0.0
20.23,20.23,19.68,0,0,0,365.0,0,0,0,12/01/2021 03:12:51,0,20.046666666666667,0.0
20.23,20.22,19.71,0,0,0,360.0,0,0,0,12/01/2021 03:13:21,0,20.053333333333335,0.0
20.2,20.23,19.68,0,0,0,365.0,0,0,0,12/01/2021 03:13:52,0,20.036666666666665,0.0
20.15,20.21,19.65,0,0,0,365.0,0,0,0,12/01/2021 03:14:23,0,20.003333333333334,0.0
20.19,20.21,19.72,0,0,0,365.0,0,0,0,12/01/2021 03:14:53,0,20.040000000000003,0.0
20.17,20.16,19.69,0,0,0,365.0,0,0,0,12/01/2021 03:15:24,0,20.006666666666664,0.0
20.22,20.17,19.71,0,0,0,365.0,0,0,0,12/01/2021 03:15:54,0,20.033333333333335,0.0
20.25,20.11,19.74,0,0,0,365.0,0,0,0,12/01/2021 03:16:25,0,20.03333333333333,0.0
20.2,20.18,19.74,0,0,0,365.0,0,0,0,12/01/2021 03:16:56,0,20.039999999999996,0.0
20.16,20.24,19.66,0,0,0,365.0,0,0,0,12/01/2021 03:17:57,0,20.02,0.0
20.23,20.22,19.65,0,0,0,365.0,0,0,0,12/01/2021 03:18:28,0,20.033333333333335,0.0
20.14,20.19,19.69,0,0,0,365.0,0,0,0,12/01/2021 03:18:58,0,20.006666666666664,0.0
20.25,20.18,19.71,0,0,0,365.0,0,0,0,12/01/2021 03:19:29,0,20.046666666666667,0.0
20.16,20.24,19.72,0,0,0,365.0,0,0,0,12/01/2021 03:19:59,0,20.04,0.0
20.18,20.22,19.66,0,0,0,365.0,0,0,0,12/01/2021 03:20:30,0,20.02,0.0
